"Subject","Start Date","All day event","Description","Show time as"
"CW Gregory and Macrina, c.394 and c.379","19/07/2024",TRUE,"Gregory, Bishop of Nyssa, and his sister Macrina, Deaconess, Teachers of the Faith, c.394 and c.379

https://almanac.oremus.org/2024-07-19

Exciting Holiness
Wisdom 9.13-17
Psalm 27.8b-10, 13, 14, 16, 17a
1 Corinthians 2.9-13
John 17.6, 18-24

Holy Communion
Isaiah 38.1-6, 21-22, 7-8 [sic]
Canticle: Isaiah 38.10-16 or 
Psalm 32.1-8
Matthew 12.1-8

Morning Prayer
Psalms 17, 19
1 Samuel 13.5-18
Luke 22.63-end

Evening Prayer
Psalm 22
Ezekiel 20.21-38
James 1.1-11

Additional Weekday Lectionary
2 Samuel 18.18-end
Matthew 27.57-end

",3
"CW Margaret of Antioch, 4th century; Bartolome de las Casas, 1566","20/07/2024",TRUE,"Margaret of Antioch, Martyr, 4th century
Bartolome de las Casas, Apostle to the Indies, 1566

https://almanac.oremus.org/2024-07-20

Holy Communion
Micah 2.1-5
Psalm 10.1-5a, 12
Matthew 12.14-21

Morning Prayer
Psalms 20, 21, 23
1 Samuel 13.19 - 14.15
Luke 23.1-12

Evening Prayer
Psalms 24, 25
Ezekiel 24.15-end
James 1.12-end

Additional Weekday Lectionary
Isaiah 55.1-7
Mark 16.1-8

",3
"CW* Trinity 8","21/07/2024",TRUE,"The Eighth Sunday after Trinity

https://almanac.oremus.org/2024-07-21

Proper 11
Sunday between 17 and 23 July inclusive

Principal Service
Continuous
2 Samuel 7.1-14a
Psalm 89.20-37
Ephesians 2.11-22
Mark 6.30-34, 53-56

(or)
Related
Jeremiah 23.1-6
Psalm 23
Ephesians 2.11-22
Mark 6.30-34, 53-56

Third Service
Psalms 67, 70
Deuteronomy 30.1-10
1 Peter 3.8-18

Second Service
Psalm 73*
Job 13.13 - 14.6 or 
Ecclesiasticus 18.1-14
Hebrews 2.5-end
Gospel at Holy Communion: 
Luke 10.38-end

(or) Evening Prayer on the Eve of Mary Magdalene
Psalm 139
Isaiah 25.1-9
2 Corinthians 1.3-7

",3
"CW* Mary Magdalene","22/07/2024",TRUE,"Mary Magdalene

https://almanac.oremus.org/2024-07-22

Principal Service
Song of Solomon 3.1-4
Psalm 42.1-10
2 Corinthians 5.14-17
John 20.1-2, 11-18

Third Service
1 Samuel 16.14-end
Luke 8.1-3
Morning Psalms
Psalms 30, 32, 150

Second Service
Zephaniah 3.14-end
Mark 15.40 - 16.7
Evening Psalm
Psalm 63

",3
"CW Bridget of Sweden, 1373","23/07/2024",TRUE,"Bridget of Sweden, Abbess of Vadstena, 1373

https://almanac.oremus.org/2024-07-23

Holy Communion
DEL week 16
Micah 7.14-15, 18-20
Psalm 85.1-7
Matthew 12.46-end

Morning Prayer
Psalms 32, 36
1 Samuel 15.1-23
Luke 23.26-43

Evening Prayer
Psalm 33
Ezekiel 33.1-20
James 2.14-end

Additional Weekday Lectionary
Proverbs 12.13-end
John 1.43-end

",3
"CW ","24/07/2024",TRUE,"https://almanac.oremus.org/2024-07-24

Holy Communion
Jeremiah 1.1, 4-10
Psalm 70
Matthew 13.1-9

Morning Prayer
Psalm 34
1 Samuel 16
Luke 23.44-56a

Evening Prayer
Psalms 119.33-56
Ezekiel 33.21-end
James 3

(or) Evening Prayer on the Eve of James
Psalm 144
Deuteronomy 30.11-20
Mark 5.21-43

Additional Weekday Lectionary
Isaiah 55.8-end
2 Timothy 2.8-19

",3
"CW* James","25/07/2024",TRUE,"James the Apostle

https://almanac.oremus.org/2024-07-25

Principal Service
Jeremiah 45.1-5
Psalm 126
Acts 11.27 - 12.2
Matthew 20.20-28

(or)
Acts 11.27 - 12.2
Psalm 126
2 Corinthians 4.7-15
Matthew 20.20-28

Third Service
2 Kings 1.9-15
Luke 9.46-56
Morning Psalms
Psalms 7, 29, 117

Second Service
Jeremiah 26.1-15
Mark 1.14-20
Evening Psalm
Psalm 94

",3
"CW Anne and Joachim","26/07/2024",TRUE,"Anne and Joachim, Parents of the Blessed Virgin Mary

https://almanac.oremus.org/2024-07-26

Lesser Festival Eucharistic Lectionary
Zephaniah 3.14-18a
Psalm 127
Romans 8.28-30
Matthew 13.16-17

Holy Communion
Jeremiah 3.14-17
Psalm 23 or 
Canticle: Jeremiah 31.10-13
Matthew 13.18-23

Morning Prayer
Psalm 31
1 Samuel 17.31-54
Luke 24.13-35

Evening Prayer
Psalm 35
Ezekiel 34.17-end
James 4.13 - 5.6

Additional Weekday Lectionary
Jeremiah 14.1-9
Luke 8.4-15

",3
"CW Brooke Foss Westcott, 1901","27/07/2024",TRUE,"Brooke Foss Westcott, Bishop of Durham, Teacher of the Faith, 1901

https://almanac.oremus.org/2024-07-27

Holy Communion
Jeremiah 7.1-11
Psalm 84.1-6
Matthew 13.24-30

Morning Prayer
Psalms 41, 42, 43
1 Samuel 17.55 - 18.16
Luke 24.36-end

Evening Prayer
Psalms 45, 46
Ezekiel 36.16-36
James 5.7-end

Additional Weekday Lectionary
Ecclesiastes 5.10-19
1 Timothy 6.6-16

",3
"CW* Trinity 9","28/07/2024",TRUE,"The Ninth Sunday after Trinity

https://almanac.oremus.org/2024-07-28

Proper 12
Sunday between 24 and 30 July inclusive

Principal Service
Continuous
2 Samuel 11.1-15
Psalm 14
Ephesians 3.14-21
John 6.1-21

(or)
Related
2 Kings 4.42-44
Psalm 145.10-19
Ephesians 3.14-21
John 6.1-21

Third Service
Psalm 75
Song of Solomon 2 or 
1 Maccabees 2.[1-14] 15-22
1 Peter 4.7-14

Second Service
Psalm 74*
Job 19.1-27a or 
Ecclesiasticus 38.24-end
Hebrews 8
Gospel at Holy Communion: 
Luke 11.1-13

",3
"CW Mary, Martha and Lazarus","29/07/2024",TRUE,"Mary, Martha and Lazarus, Companions of our Lord

https://almanac.oremus.org/2024-07-29

Lesser Festival Eucharistic Lectionary
Isaiah 25.6-9
Psalm 49.5-10, 16
Hebrews 2.10-15
John 12.1-8

Holy Communion
DEL week 17
Jeremiah 13.1-11
Psalm 82 or 
Deuteronomy 32.18-21
Matthew 13.31-35

Morning Prayer
Psalm 44
1 Samuel 19.1-18
Acts 1.1-14

Evening Prayer
Psalms 47, 49
Ezekiel 37.1-14
Mark 1.1-13

Additional Weekday Lectionary
Joshua 1.1-9
1 Corinthians 9.19-end

",3
"CW William Wilberforce, Olaudah Equiano and Thomas Clarkson, 1833, 1797 and 1846","30/07/2024",TRUE,"William Wilberforce, Social Reformer, Olaudah Equiano and Thomas Clarkson, Anti-Slavery Campaigners, 1833, 1797 and 1846

https://almanac.oremus.org/2024-07-30

Exciting Holiness
Job 31.16-23
Psalm 22.23, 24, 26-28
Galatians 3.26-end; 4.6, 7
Luke 4.16-21

Holy Communion
Jeremiah 14.17-end
Psalm 79.8-end
Matthew 13.36-43

Morning Prayer
Psalms 48, 52
1 Samuel 20.1-17
Acts 1.15-end

Evening Prayer
Psalm 50
Ezekiel 37.15-end
Mark 1.14-20

Additional Weekday Lectionary
Proverbs 15.1-11
Galatians 2.15-end

",3
"CW Ignatius of Loyola, 1556","31/07/2024",TRUE,"Ignatius of Loyola, Founder of the Society of Jesus, 1556

https://almanac.oremus.org/2024-07-31

Holy Communion
Jeremiah 15.10, 16-end
Psalm 59.1-4, 18-end
Matthew 13.44-46

Morning Prayer
Psalm 119.57-80
1 Samuel 20.18-end
Acts 2.1-21

Evening Prayer
Psalms 59, 60, (67)
Ezekiel 39.21-end
Mark 1.21-28

Additional Weekday Lectionary
Isaiah 49.1-7
1 John 1

",3
"CW ","01/08/2024",TRUE,"https://almanac.oremus.org/2024-08-01

Holy Communion
Jeremiah 18.1-6
Psalm 146.1-5
Matthew 13.47-53

Morning Prayer
Psalms 56, 57, (63*)
1 Samuel 21.1 - 22.5
Acts 2.22-36

Evening Prayer
Psalms 61, 62, 64
Ezekiel 43.1-12
Mark 1.29-end

Additional Weekday Lectionary
Proverbs 27.1-12
John 15.12-27

",3
"CW ","02/08/2024",TRUE,"https://almanac.oremus.org/2024-08-02

Holy Communion
Jeremiah 26.1-9
Psalm 69.4-10
Matthew 13.54-end

Morning Prayer
Psalms 51, 54
1 Samuel 22.6-end
Acts 2.37-end

Evening Prayer
Psalm 38
Ezekiel 44.4-16
Mark 2.1-12

Additional Weekday Lectionary
Isaiah 59.8-end
Mark 15.6-20

",3
"CW ","03/08/2024",TRUE,"https://almanac.oremus.org/2024-08-03

Holy Communion
Jeremiah 26.11-16, 24
Psalm 69.14-20
Matthew 14.1-12

Morning Prayer
Psalm 68
1 Samuel 23
Acts 3.1-10

Evening Prayer
Psalms 65, 66
Ezekiel 47.1-12
Mark 2.13-22

Additional Weekday Lectionary
Zechariah 7.8 - 8.8
Luke 20.27-40

",3
"CW* Trinity 10","04/08/2024",TRUE,"The Tenth Sunday after Trinity

https://almanac.oremus.org/2024-08-04

Proper 13
Sunday between 31 July and 6 August inclusive

Principal Service
Continuous
2 Samuel 11.26 - 12.13a
Psalm 51.1-13
Ephesians 4.1-16
John 6.24-35

(or)
Related
Exodus 16.2-4, 9-15
Psalm 78.23-29
Ephesians 4.1-16
John 6.24-35

Third Service
Psalm 86
Song of Solomon 5.2-end or 
1 Maccabees 3.1-12
2 Peter 1.1-15

Second Service
Psalm 88*
Job 28 or 
Ecclesiasticus 42.15-25
Hebrews 11.17-31
Gospel at Holy Communion: 
Luke 12.13-21

",3
"CW Oswald, 642","05/08/2024",TRUE,"Oswald, King of Northumbria, Martyr, 642

https://almanac.oremus.org/2024-08-05

Exciting Holiness
Wisdom 5.15-20
Psalm 144.1-5, 7, 11, 12, 16
1 Peter 4.12-end
John 16.29-end

Holy Communion
DEL week 18
Jeremiah 28
Psalm 119.89-96
Matthew 14.13-21 or 

14.22-end

Morning Prayer
Psalm 71
1 Samuel 24
Acts 3.11-end

Evening Prayer
Psalms 72, 75
Proverbs 1.1-19
Mark 2.23 - 3.6

(or) Evening Prayer on the Eve of the Transfiguration
Psalms 99, 110
Exodus 24.12-18
John 12.27-36a

Additional Weekday Lectionary
Judges 13.1-23
Luke 10.38-end

",3
"CW* The Transfiguration","06/08/2024",TRUE,"The Transfiguration of Our Lord

https://almanac.oremus.org/2024-08-06

Principal Service
Daniel 7.9, 10, 13, 14
Psalm 97
2 Peter 1.16-19
Luke 9.28-36

Third Service
Ecclesiasticus 48.1-10 or 
1 Kings 19.1-16
1 John 3.1-3
Morning Psalms
Psalms 27, 150

Second Service
Exodus 34.29-end
2 Corinthians 3
Evening Psalm
Psalm 72

",3
"CW John Mason Neale, 1866","07/08/2024",TRUE,"John Mason Neale, Priest, Hymn Writer, 1866

https://almanac.oremus.org/2024-08-07

Holy Communion
Jeremiah 31.1-7
Psalm 121
Matthew 15.21-28

Morning Prayer
Psalm 77
1 Samuel 28.3-end
Acts 4.13-31

Evening Prayer
Psalm 119.81-104
Proverbs 2
Mark 3.19b-end

Additional Weekday Lectionary
Isaiah 45.1-7
Ephesians 4.1-16

",3
"CW Dominic, 1221","08/08/2024",TRUE,"Dominic, Priest, Founder of the Order of Preachers, 1221

https://almanac.oremus.org/2024-08-08

Exciting Holiness
Ecclesiasticus 39.1-10
Psalm 25.1a, 3-9
1 Corinthians 1.18-25
Matthew 10.5-13

Holy Communion
Jeremiah 31.31-34
Psalm 51.11-18
Matthew 16.13-23

Morning Prayer
Psalm 78.1-39*
1 Samuel 31
Acts 4.32 - 5.11

Evening Prayer
Psalm 78.40-end*
Proverbs 3.1-26
Mark 4.1-20

Additional Weekday Lectionary
Jeremiah 16.1-15
Luke 12.35-48

",3
"CW Mary Sumner, 1921","09/08/2024",TRUE,"Mary Sumner, Founder of the Mothers' Union, 1921

https://almanac.oremus.org/2024-08-09

Exciting Holiness
Proverbs 24.3, 4, 12-14
Psalm 119.9-16
Hebrews 13.1-5
Luke 11.9-13

Holy Communion
Nahum 2.1, 3, 3.1-3, 6-7
Psalm 137.1-6 or 
Deuteronomy 32.35-36, 39, 41
Matthew 16.24-end

Morning Prayer
Psalm 55
2 Samuel 1
Acts 5.12-26

Evening Prayer
Psalm 69
Proverbs 3.27 - 4.19
Mark 4.21-34

Additional Weekday Lectionary
Jeremiah 18.1-11
Hebrews 1.1-9

",3
"CW Laurence, 258","10/08/2024",TRUE,"Laurence, Deacon at Rome, Martyr, 258

https://almanac.oremus.org/2024-08-10

Exciting Holiness
Tobit 4.5-11
Psalm 66.1a, 10-12, 17-end
2 Corinthians 9.6-10
Matthew 6.19-24

Holy Communion
Habakkuk1.12 - 2.4
Psalm 9.7-11
Matthew 17.14-20

Morning Prayer
Psalms 76, 79
2 Samuel 2.1-11
Acts 5.27-end

Evening Prayer
Psalms 81, 84
Proverbs 6.1-19
Mark 4.35-end

Additional Weekday Lectionary
Jeremiah 26.1-19
Ephesians 3.1-13

",3
"CW* Trinity 11","11/08/2024",TRUE,"The Eleventh Sunday after Trinity

https://almanac.oremus.org/2024-08-11

Proper 14
Sunday between 7 and 13 August inclusive

Principal Service
Continuous
2 Samuel 18.5-9, 15, 31-33
Psalm 130
Ephesians 4.25 - 5.2
John 6.35, 41-51

(or)
Related
1 Kings 19.4-8
Psalm 34.1-8
Ephesians 4.25 - 5.2
John 6.35, 41-51

Third Service
Psalm 90
Song of Solomon 8.5-7 or 
1 Maccabees 14.4-15
2 Peter 3.8-13

Second Service
Psalm 91*
Job 39.1 - 40.4 or 
Ecclesiasticus 43.13-end
Hebrews 12.1-17
Gospel at Holy Communion: 
Luke 12.32-40

",3
"CW ","12/08/2024",TRUE,"https://almanac.oremus.org/2024-08-12

Holy Communion
DEL week 19
Ezekiel 1.2-5, 24-end
Psalm 148.1-4, 12-13
Matthew 17.22-end

Morning Prayer
Psalms 80, 82
2 Samuel 3.12-end
Acts 6

Evening Prayer
Psalms 85, 86
Proverbs 8.1-21
Mark 5.1-20

Additional Weekday Lectionary
Ruth 2.1-13
Luke 10.25-37

",3
"CW Jeremy Taylor, 1667; Florence Nightingale, 1910; Octavia Hill, 1912","13/08/2024",TRUE,"Jeremy Taylor, Bishop of Down and Connor, Teacher of the Faith, 1667
Florence Nightingale, Nurse, Social Reformer, 1910
Octavia Hill, Social Reformer, 1912

https://almanac.oremus.org/2024-08-13

Exciting Holiness
1 Kings 3.6-10
Psalm 119.33, 34, 37-40
Titus 2.7, 8, 11-14
Matthew 5.17-20

Holy Communion
Ezekiel 2.8 - 3.4
Psalm 119.65-72
Matthew 18.1-5, 10, 12-14

Morning Prayer
Psalms 87, 89.1-18
2 Samuel 5.1-12
Acts 7.1-16

Evening Prayer
Psalm 89.19-end
Proverbs 8.22-end
Mark 5.21-34

Additional Weekday Lectionary
Proverbs 16.1-11
Philippians 3.4b-end

",3
"CW Maximilian Kolbe, 1941","14/08/2024",TRUE,"Maximilian Kolbe, Friar, Martyr, 1941

https://almanac.oremus.org/2024-08-14

Holy Communion
Ezekiel 9.1-7, 10.18-end
Psalm 113
Matthew 18.15-20

Morning Prayer
Psalm 119.105-128
2 Samuel 6.1-19
Acts 7.17-43

Evening Prayer
Psalms 91, 93
Proverbs 9
Mark 5.35-end

(or) Evening Prayer on the Eve of the Blessed Virgin Mary
Psalm 72
Proverbs 8.22-31
John 19.23-27

Additional Weekday Lectionary
Deuteronomy 11.1-21
2 Corinthians 9.6-end

",3
"CW* The Blessed Virgin Mary","15/08/2024",TRUE,"The Blessed Virgin Mary

https://almanac.oremus.org/2024-08-15

Principal Service
Isaiah 61.10, 11 or 
Revelation 11.19 - 12.6, 10
Psalm 45.10-17
Galatians 4.4-7
Luke 1.46-55

Third Service
Isaiah 7.10-15
Luke 11.27, 28
Morning Psalms
Psalms 98, 138, 147.1-12

Second Service
Song of Solomon 2.1-7
Acts 1.6-14
Evening Psalm
Psalm 132

",3
"CW ","16/08/2024",TRUE,"https://almanac.oremus.org/2024-08-16

Holy Communion
Ezekiel 16.1-15, 60-end
Psalm 118.14-18 or 
Canticle: Song of Deliverance [Isaiah 12.2-6]
Matthew 19.3-12

Morning Prayer
Psalms 88, (95)
2 Samuel 7.18-end
Acts 7.54 - 8.3

Evening Prayer
Psalm 102
Proverbs 11.1-12
Mark 6.14-29

Additional Weekday Lectionary
Obadiah 1-10
John 19.1-16

",3
"CW ","17/08/2024",TRUE,"https://almanac.oremus.org/2024-08-17

Holy Communion
Ezekiel 18.1-11a, 13b, 30, 32
Psalm 51.1-3, 15-17
Matthew 19.13-15

Morning Prayer
Psalms 96, 97, 100
2 Samuel 9
Acts 8.4-25

Evening Prayer
Psalm 104
Proverbs 12.10-end
Mark 6.30-44

Additional Weekday Lectionary
2 Kings 2.11-14
Luke 24.36-end

",3
"CW* Trinity 12","18/08/2024",TRUE,"The Twelfth Sunday after Trinity

https://almanac.oremus.org/2024-08-18

Proper 15
Sunday between 14 and 20 August inclusive

Principal Service
Continuous
1 Kings 2.10-12; 3.3-14
Psalm 111
Ephesians 5.15-20
John 6.51-58

(or)
Related
Proverbs 9.1-6
Psalm 34.9-14
Ephesians 5.15-20
John 6.51-58

Third Service
Psalm 106.1-10
Jonah 1 or 
Ecclesiasticus 3.1-15
2 Peter 3.14-end

Second Service
Psalms [92] 100
Exodus 2.23 - 3.10
Hebrews 13.1-15
Gospel at Holy Communion: 
Luke 12.49-56

",3
"CW ","19/08/2024",TRUE,"https://almanac.oremus.org/2024-08-19

Holy Communion
DEL week 20
Ezekiel 24.15-24
Psalm 78.1-8
Matthew 19.16-22

Morning Prayer
Psalms 98, 99, 101
2 Samuel 11
Acts 8.26-end

Evening Prayer
Psalm 105* (or 103)
Proverbs 14.31 - 15.17
Mark 6.45-end

Additional Weekday Lectionary
1 Samuel 17.32-50
Matthew 8.14-22

",3
"CW Bernard of Clairvaux, 1153; +G10092William and Catherine Booth, 1912 and 1890","20/08/2024",TRUE,"Bernard, Abbot of Clairvaux, Teacher of the Faith, 1153
William and Catherine Booth, Founders of the Salvation Army, 1912 and 1890

https://almanac.oremus.org/2024-08-20

Exciting Holiness
Proverbs 4.5-9
Psalm 19.1-4, 7
Revelation 19.5-9
John 15.7-11

Holy Communion
Ezekiel 28.1-10
Psalm 107.1-3, 40, 43
Matthew 19.23-end

Morning Prayer
Psalm 106* (or 103)
2 Samuel 12.1-25
Acts 9.1-19a

Evening Prayer
Psalm 107*
Proverbs 15.18-end
Mark 7.1-13

Additional Weekday Lectionary
Proverbs 17.1-15
Luke 7.1-17

",3
"CW ","21/08/2024",TRUE,"https://almanac.oremus.org/2024-08-21

Holy Communion
Ezekiel 34.1-11
Psalm 23
Matthew 20.1-16

Morning Prayer
Psalms 110, 111, 112
2 Samuel 15.1-12
Acts 9.19b-31

Evening Prayer
Psalm 119.129-152
Proverbs 18.10-end
Mark 7.14-23

Additional Weekday Lectionary
Jeremiah 5.20-end
2 Peter 3.8-end

",3
"CW ","22/08/2024",TRUE,"https://almanac.oremus.org/2024-08-22

Holy Communion
Ezekiel 36.23-28
Psalm 51.7-12
Matthew 22.1-14

Morning Prayer
Psalms 113, 115
2 Samuel 15.13-end
Acts 9.32-end

Evening Prayer
Psalms 114, 116, 117
Proverbs 20.1-22
Mark 7.24-30

Additional Weekday Lectionary
Daniel 2.1-23
Luke 10.1-20

",3
"CW ","23/08/2024",TRUE,"https://almanac.oremus.org/2024-08-23

Holy Communion
Ezekiel 37.1-14
Psalm 107.1-8
Matthew 22.34-40

Morning Prayer
Psalm 139
2 Samuel 16.1-14
Acts 10.1-16

Evening Prayer
Psalms 130, 131, 137
Proverbs 22.1-16
Mark 7.31-end

(or) Evening Prayer on the Eve of Bartholomew
Psalm 97
Isaiah 61.1-9
2 Corinthians 6.1-10

Additional Weekday Lectionary
Daniel 3.1-28
Revelation 15

",3
"CW* Bartholomew","24/08/2024",TRUE,"Bartholomew the Apostle

https://almanac.oremus.org/2024-08-24

Principal Service
Isaiah 43.8-13
Psalm 145.1-7
Acts 5.12-16
Luke 22.24-30

(or)
Acts 5.12-16
Psalm 145.1-7
1 Corinthians 4.9-15
Luke 22.24-30

Third Service
Genesis 28.10-17
John 1.43-end
Morning Psalms
Psalms 86, 117

Second Service
Ecclesiasticus 39.1-10 or 
Deuteronomy 18.15-19
Matthew 10.1-22
Evening Psalms
Psalms 91, 116

",3
"CW* Trinity 13","25/08/2024",TRUE,"The Thirteenth Sunday after Trinity

https://almanac.oremus.org/2024-08-25

Proper 16
Sunday between 21 and 27 August inclusive

Principal Service
Continuous
1 Kings 8.[1, 6, 10-11] 22-30, 41-43
Psalm 84
Ephesians 6.10-20
John 6.56-69

(or)
Related
Joshua 24.1-2a, 14-18
Psalm 34.15-22
Ephesians 6.10-20
John 6.56-69

Third Service
Psalm 115
Jonah 2 or 
Ecclesiasticus 3.17-29
Revelation 1

Second Service
Psalm 116*
Exodus 4.27 - 5.1
Hebrews 13.16-21
Gospel at Holy Communion: 
Luke 13.10-17

",3
"CW ","26/08/2024",TRUE,"https://almanac.oremus.org/2024-08-26

Holy Communion
DEL week 21
2 Thessalonians 1.1-5, 11-12
Psalm 39.1-9
Matthew 23.13-22

Morning Prayer
Psalms 123, 124, 125, 126
2 Samuel 18.1-18
Acts 10.34-end

Evening Prayer
Psalms 127, 128, 129
Proverbs 25.1-14
Mark 8.11-21

Additional Weekday Lectionary
2 Samuel 7.4-17
2 Corinthians 5.1-10

",3
"CW Monica, 387","27/08/2024",TRUE,"Monica, mother of Augustine of Hippo, 387

https://almanac.oremus.org/2024-08-27

Exciting Holiness
1 Samuel 1.9-18
Psalm 121
1 Timothy 5.3-5
Luke 7.11-17

Holy Communion
2 Thessalonians 2.1-3a, 14-17
Psalm 98
Matthew 23.23-26

Morning Prayer
Psalms 132, 133
2 Samuel 18.19 - 19.8a
Acts 11.1-18

Evening Prayer
Psalms (134), 135
Proverbs 25.15-end
Mark 8.22-26

Additional Weekday Lectionary
Proverbs 18.10-21
Romans 14.10-end

",3
"CW Augustine of Hippo, 430","28/08/2024",TRUE,"Augustine, Bishop of Hippo, Teacher of the Faith, 430

https://almanac.oremus.org/2024-08-28

Exciting Holiness
Ecclesiasticus 39.1-10
Psalm 84.1-4
Romans 13.11-end
Matthew 23.8-12

Holy Communion
2 Thessalonians 3.6-10, 16-18
Psalm 128
Matthew 23.27-32

Morning Prayer
Psalm 119.153-end
2 Samuel 19.8b-23
Acts 11.19-end

Evening Prayer
Psalm 136
Proverbs 26.12-end
Mark 8.27 - 9.1

Additional Weekday Lectionary
Judges 4.1-10
Romans 1.8-17

",3
"CW Beheading of John the Baptist","29/08/2024",TRUE,"The Beheading of John the Baptist

https://almanac.oremus.org/2024-08-29

Lesser Festival Eucharistic Lectionary
Jeremiah 1.4-10
Psalm 11
Hebrews 11.32 - 12.2
Matthew 14.1-12

Holy Communion
1 Corinthians 1.1-9
Psalm 145.1-7
Matthew 24.42-end

Morning Prayer
Psalms 143, 146
2 Samuel 19.24-end
Acts 12.1-17

Evening Prayer
Psalms 138, 140, 141
Proverbs 27.1-22
Mark 9.2-13

Additional Weekday Lectionary
Isaiah 49.14-end
John 16.16-24

",3
"CW John Bunyan, 1688","30/08/2024",TRUE,"John Bunyan, Spiritual Writer, 1688

https://almanac.oremus.org/2024-08-30

Exciting Holiness
Exodus 3.7-12
Psalm 122
Hebrews 12.1, 2
Luke 21.21, 34-36

Holy Communion
1 Corinthians 1.17-25
Psalm 33.6-12
Matthew 25.1-13

Morning Prayer
Psalms 142, 144
2 Samuel 23.1-7
Acts 12.18-end

Evening Prayer
Psalm 145
Proverbs 30.1-9, 24-31
Mark 9.14-29

Additional Weekday Lectionary
Job 9.1-24
Mark 15.21-32

",3
"CW Aidan, 651","31/08/2024",TRUE,"Aidan, Bishop of Lindisfarne, Missionary, 651

https://almanac.oremus.org/2024-08-31

Exciting Holiness
Isaiah 45.22-end
Psalm 47.1-4, 6-end
1 Corinthians 9.16-19
John 13.16-20

Holy Communion
1 Corinthians 1.26-end
Psalm 33.12-15, 20-end
Matthew 25.14-30

Morning Prayer
Psalm 147
2 Samuel 24
Acts 13.1-12

Evening Prayer
Psalms 148, 149, 150
Proverbs 31.10-end
Mark 9.30-37

Additional Weekday Lectionary
Exodus 19.1-9
John 20.11-18

",3
"CW* Trinity 14","01/09/2024",TRUE,"The Fourteenth Sunday after Trinity

https://almanac.oremus.org/2024-09-01

Proper 17
Sunday between 28 August and 3 September inclusive

Principal Service
Continuous
Song of Solomon 2.8-13
Psalm 45.1-2, 6-9*
James 1.17-27
Mark 7.1-8, 14, 15, 21-23

(or)
Related
Deuteronomy 4.1-2, 6-9
Psalm 15
James 1.17-27
Mark 7.1-8, 14, 15, 21-23

Third Service
Psalm 119.17-40
Jonah 3.1-9 or 
Ecclesiasticus 11.7-28
(or 19-28)
Revelation 3.14-end

Second Service
Psalm 119.1-16*
Exodus 12.21-27
Matthew 4.23 - 5.20

",3
"CW Martyrs of Papua New Guinea, 1901 and 1942","02/09/2024",TRUE,"The Martyrs of Papua New Guinea, 1901 and 1942

https://almanac.oremus.org/2024-09-02

Holy Communion
DEL week 22
1 Corinthians 2.1-5
Psalm 33.12-21
Luke 4.16-30

Morning Prayer
Psalms 1, 2, 3
1 Kings 1.5-31
Acts 13.13-43

Evening Prayer
Psalms 4, 7
Wisdom 1 or 
1 Chronicles 10.1 - 11.9
Mark 9.38-end

Additional Weekday Lectionary
Haggai 1
Mark 7.9-23

",3
"CW Gregory the Great, 604","03/09/2024",TRUE,"Gregory the Great, Bishop of Rome, Teacher of the Faith, 604

https://almanac.oremus.org/2024-09-03

Exciting Holiness
Ecclesiasticus 47.8-11
Psalm 100
1 Thessalonians 2.3-8
Mark 10.42-45

Holy Communion
1 Corinthians 2.10b-end
Psalm 145.10-17
Luke 4.31-37

Morning Prayer
Psalms 5, 6, (8)
1 Kings 1.32 - 2.4; 2.10-12
Acts 13.44 - 14.7

Evening Prayer
Psalms 9, 10*
Wisdom 2 or 
1 Chronicles 13
Mark 10.1-16

Additional Weekday Lectionary
Proverbs 21.1-18
Mark 6.30-44

",3
"CW Birinus, 650","04/09/2024",TRUE,"Birinus, Bishop of Dorchester (Oxon), Apostle of Wessex, 650

https://almanac.oremus.org/2024-09-04

Holy Communion
1 Corinthians 3.1-9
Psalm 62
Luke 4.38-end

Morning Prayer
Psalm 119.1-32
1 Kings 3
Acts 14.8-end

Evening Prayer
Psalms 11, 12, 13
Wisdom 3.1-9 or 
1 Chronicles 15.1 - 16.3
Mark 10.17-31

Additional Weekday Lectionary
Hosea 11.1-11
1 John 4.9-end

",3
"CW ","05/09/2024",TRUE,"https://almanac.oremus.org/2024-09-05

Holy Communion
1 Corinthians 3.18-end
Psalm 24.1-6
Luke 5.1-11

Morning Prayer
Psalms 14, 15, 16
1 Kings 4.29 - 5.12
Acts 15.1-21

Evening Prayer
Psalm 18*
Wisdom 4.7-end or 
1 Chronicles 17
Mark 10.32-34

Additional Weekday Lectionary
Lamentations 3.34-48
Romans 7.14-end

",3
"CW Allen Gardiner, 1851","06/09/2024",TRUE,"Allen Gardiner, Missionary, Founder of the South American Mission Society, 1851

https://almanac.oremus.org/2024-09-06

Holy Communion
1 Corinthians 4.1-5
Psalm 37.3-8
Luke 5.33-end

Morning Prayer
Psalms 17, 19
1 Kings 6.1, 11-28
Acts 15.22-35

Evening Prayer
Psalm 22
Wisdom 5.1-16 or 
1 Chronicles 21.1 - 22.1
Mark 10.35-45

Additional Weekday Lectionary
1 Kings 19.4-18
1 Thessalonians 3

",3
